"birth_year","group","DHB","category","sub_category","number","denominator","percent","population","rate"
2010,"DHB","West Coast","depquin","3",97,409,23.7,1704,56.9
2010,"DHB","West Coast","depquin","4",117,409,28.6,2104,55.6
2010,"DHB","West Coast","depquin","5",113,409,27.6,1401,80.7
2010,"DHB","Whanganui","depquin","1",39,896,4.4,477,81.8
2010,"DHB","Whanganui","depquin","2",100,896,11.2,971,103
2010,"DHB","Whanganui","depquin","3",74,896,8.3,2039,36.3
2010,"DHB","Whanganui","depquin","4",321,896,35.8,2776,115.6
2010,"DHB","Whanganui","depquin","5",362,896,40.4,5017,72.2
2011,"DHB","Auckland","depquin","1",774,6573,11.8,17034,45.4
2011,"DHB","Auckland","depquin","2",1255,6573,19.1,23003,54.6
2011,"DHB","Auckland","depquin","3",1318,6573,20.1,27940,47.2
2011,"DHB","Auckland","depquin","4",1465,6573,22.3,22911,63.9
2011,"DHB","Auckland","depquin","5",1761,6573,26.8,20582,85.6
2011,"DHB","Auckland","depquin",NA,1,6573,NA,NA,NA
2011,"DHB","Bay of Plenty","depquin","1",52,2864,1.8,5581,9.3
2011,"DHB","Bay of Plenty","depquin","2",476,2864,16.6,6760,70.4
2011,"DHB","Bay of Plenty","depquin","3",596,2864,20.8,7753,76.9
2011,"DHB","Bay of Plenty","depquin","4",883,2864,30.8,9182,96.2
2011,"DHB","Bay of Plenty","depquin","5",857,2864,29.9,9194,93.2
2011,"DHB","Bay of Plenty","depquin",NA,2,2864,NA,NA,NA
2011,"DHB","Canterbury","depquin","1",1306,6069,21.5,26245,49.8
2011,"DHB","Canterbury","depquin","2",1350,6069,22.2,21029,64.2
2011,"DHB","Canterbury","depquin","3",956,6069,15.8,20654,46.3
2011,"DHB","Canterbury","depquin","4",1507,6069,24.8,21132,71.3
2011,"DHB","Canterbury","depquin","5",950,6069,15.7,12260,77.5
2011,"DHB","Canterbury","depquin",NA,8,6069,NA,NA,NA
2011,"DHB","Capital & Coast","depquin","1",1137,3881,29.3,19061,59.7
2011,"DHB","Capital & Coast","depquin","2",704,3881,18.1,16353,43.1
2011,"DHB","Capital & Coast","depquin","3",916,3881,23.6,15301,59.9
2011,"DHB","Capital & Coast","depquin","4",238,3881,6.1,10132,23.5
2011,"DHB","Capital & Coast","depquin","5",886,3881,22.8,8134,108.9
2011,"DHB","Counties Manukau","depquin","1",1087,8769,12.4,13632,79.7
2011,"DHB","Counties Manukau","depquin","2",499,8769,5.7,16415,30.4
2011,"DHB","Counties Manukau","depquin","3",1141,8769,13,15983,71.4
2011,"DHB","Counties Manukau","depquin","4",856,8769,9.8,18611,46
2011,"DHB","Counties Manukau","depquin","5",5186,8769,59.1,41718,124.3
2011,"DHB","Hawke's Bay","depquin","1",166,2258,7.4,3776,44
2011,"DHB","Hawke's Bay","depquin","2",345,2258,15.3,3786,91.1
2011,"DHB","Hawke's Bay","depquin","3",254,2258,11.2,4958,51.2
2011,"DHB","Hawke's Bay","depquin","4",545,2258,24.1,6850,79.6
2011,"DHB","Hawke's Bay","depquin","5",948,2258,42,9539,99.4
2011,"DHB","Hutt Valley","depquin","1",367,2061,17.8,6712,54.7
2011,"DHB","Hutt Valley","depquin","2",145,2061,7,4360,33.3
2011,"DHB","Hutt Valley","depquin","3",309,2061,15,5300,58.3
2011,"DHB","Hutt Valley","depquin","4",741,2061,36,6700,110.6
2011,"DHB","Hutt Valley","depquin","5",499,2061,24.2,6588,75.7
2011,"DHB","Lakes","depquin","1",187,1592,11.7,2055,91
2011,"DHB","Lakes","depquin","2",141,1592,8.9,2727,51.7
2011,"DHB","Lakes","depquin","3",277,1592,17.4,2757,100.5
2011,"DHB","Lakes","depquin","4",286,1592,18,4706,60.8
2011,"DHB","Lakes","depquin","5",701,1592,44,7755,90.4
2011,"DHB","MidCentral","depquin","1",175,2300,7.6,3747,46.7
2011,"DHB","MidCentral","depquin","2",289,2300,12.6,5020,57.6
2011,"DHB","MidCentral","depquin","3",516,2300,22.4,6325,81.6
2011,"DHB","MidCentral","depquin","4",613,2300,26.7,9077,67.5
2011,"DHB","MidCentral","depquin","5",707,2300,30.7,9352,75.6
2011,"DHB","Nelson Marlborough","depquin","1",171,1648,10.4,4259,40.2
2011,"DHB","Nelson Marlborough","depquin","2",433,1648,26.3,5202,83.2
2011,"DHB","Nelson Marlborough","depquin","3",403,1648,24.5,6246,64.5
2011,"DHB","Nelson Marlborough","depquin","4",538,1648,32.6,5856,91.9
2011,"DHB","Nelson Marlborough","depquin","5",103,1648,6.2,2907,35.4
2011,"DHB","Nelson Marlborough","depquin",NA,2,1648,NA,NA,NA
2011,"DHB","Northland","depquin","1",74,2308,3.2,1795,41.2
2011,"DHB","Northland","depquin","2",227,2308,9.8,2754,82.4
2011,"DHB","Northland","depquin","3",384,2308,16.6,4561,84.2
2011,"DHB","Northland","depquin","4",628,2308,27.2,6109,102.8
2011,"DHB","Northland","depquin","5",995,2308,43.1,12901,77.1
2011,"DHB","South Canterbury","depquin","1",53,573,9.2,1214,43.7
2011,"DHB","South Canterbury","depquin","2",91,573,15.9,2328,39.1
2011,"DHB","South Canterbury","depquin","3",193,573,33.7,2562,75.3
2011,"DHB","South Canterbury","depquin","4",194,573,33.9,2193,88.5
2011,"DHB","South Canterbury","depquin","5",42,573,7.3,1223,34.3
2011,"DHB","Southern","depquin","1",761,3678,20.7,12809,59.4
2011,"DHB","Southern","depquin","2",838,3678,22.8,13025,64.3
2011,"DHB","Southern","depquin","3",747,3678,20.3,11510,64.9
2011,"DHB","Southern","depquin","4",944,3678,25.7,14621,64.6
2011,"DHB","Southern","depquin","5",388,3678,10.5,10865,35.7
2011,"DHB","Southern","depquin",NA,1,3678,NA,NA,NA
2011,"DHB","Tairawhiti","depquin","1",27,740,3.6,569,47.5
2011,"DHB","Tairawhiti","depquin","2",50,740,6.8,698,71.6
2011,"DHB","Tairawhiti","depquin","3",96,740,13,1046,91.8
2011,"DHB","Tairawhiti","depquin","4",31,740,4.2,1920,16.1
2011,"DHB","Tairawhiti","depquin","5",536,740,72.4,4817,111.3
2011,"DHB","Taranaki","depquin","1",125,1567,8,2411,51.8
2011,"DHB","Taranaki","depquin","2",150,1567,9.6,3076,48.8
2011,"DHB","Taranaki","depquin","3",410,1567,26.2,4668,87.8
2011,"DHB","Taranaki","depquin","4",654,1567,41.7,5871,111.4
2011,"DHB","Taranaki","depquin","5",228,1567,14.6,5015,45.5
2011,"DHB","Unknown","depquin",NA,352,NA,NA,NA,NA
2011,"DHB","Waikato","depquin","1",551,5379,10.2,8696,63.4
2011,"DHB","Waikato","depquin","2",581,5379,10.8,10995,52.8
2011,"DHB","Waikato","depquin","3",1114,5379,20.7,13467,82.7
2011,"DHB","Waikato","depquin","4",1490,5379,27.7,18956,78.6
2011,"DHB","Waikato","depquin","5",1643,5379,30.5,22675,72.5
2011,"DHB","Waikato","depquin",NA,9,5379,NA,NA,NA
2011,"DHB","Wairarapa","depquin","1",41,529,7.8,926,44.3
2011,"DHB","Wairarapa","depquin","2",76,529,14.4,1306,58.2
2011,"DHB","Wairarapa","depquin","3",57,529,10.8,1434,39.7
2011,"DHB","Wairarapa","depquin","4",246,529,46.5,2074,118.6
2011,"DHB","Wairarapa","depquin","5",109,529,20.6,1310,83.2
2011,"DHB","Wairarapa","depquin",NA,1,529,NA,NA,NA
2011,"DHB","Waitemata","depquin","1",1571,7897,19.9,26144,60.1
2011,"DHB","Waitemata","depquin","2",1643,7897,20.8,29931,54.9
2011,"DHB","Waitemata","depquin","3",1680,7897,21.3,25949,64.7
2011,"DHB","Waitemata","depquin","4",2378,7897,30.1,21827,108.9
2011,"DHB","Waitemata","depquin","5",625,7897,7.9,11849,52.7
2011,"DHB","Waitemata","depquin",NA,1,7897,NA,NA,NA
2011,"DHB","West Coast","depquin","1",24,410,5.9,435,55.2
2011,"DHB","West Coast","depquin","2",50,410,12.2,343,145.8
2011,"DHB","West Coast","depquin","3",102,410,24.9,1702,59.9
2011,"DHB","West Coast","depquin","4",123,410,30,2099,58.6
2011,"DHB","West Coast","depquin","5",111,410,27.1,1401,79.2
2011,"DHB","Whanganui","depquin","1",52,833,6.2,468,111.1
2011,"DHB","Whanganui","depquin","2",101,833,12.1,953,106
2011,"DHB","Whanganui","depquin","3",71,833,8.5,2005,35.4
2011,"DHB","Whanganui","depquin","4",276,833,33.1,2735,100.9
2011,"DHB","Whanganui","depquin","5",333,833,40,4950,67.3
2012,"DHB","Auckland","depquin","1",756,6720,11.2,17052,44.3
2012,"DHB","Auckland","depquin","2",1197,6720,17.8,23037,52
2012,"DHB","Auckland","depquin","3",1472,6720,21.9,27997,52.6
2012,"DHB","Auckland","depquin","4",1423,6720,21.2,22961,62
2012,"DHB","Auckland","depquin","5",1872,6720,27.9,20623,90.8
2012,"DHB","Auckland","depquin",NA,1,6720,NA,NA,NA
2012,"DHB","Bay of Plenty","depquin","1",56,2980,1.9,5526,10.1
2012,"DHB","Bay of Plenty","depquin","2",480,2980,16.1,6694,71.7
2012,"DHB","Bay of Plenty","depquin","3",670,2980,22.5,7686,87.2
2012,"DHB","Bay of Plenty","depquin","4",931,2980,31.2,9103,102.3
2012,"DHB","Bay of Plenty","depquin","5",843,2980,28.3,9121,92.4
2012,"DHB","Canterbury","depquin","1",1312,6003,21.9,25709,51
2012,"DHB","Canterbury","depquin","2",1281,6003,21.3,20604,62.2
2012,"DHB","Canterbury","depquin","3",963,6003,16,20239,47.6
2012,"DHB","Canterbury","depquin","4",1539,6003,25.6,20719,74.3
2012,"DHB","Canterbury","depquin","5",908,6003,15.1,12019,75.5
2012,"DHB","Canterbury","depquin",NA,1,6003,NA,NA,NA
2012,"DHB","Capital & Coast","depquin","1",1226,3880,31.6,18932,64.8
2012,"DHB","Capital & Coast","depquin","2",678,3880,17.5,16262,41.7
2012,"DHB","Capital & Coast","depquin","3",950,3880,24.5,15245,62.3
2012,"DHB","Capital & Coast","depquin","4",181,3880,4.7,10104,17.9
2012,"DHB","Capital & Coast","depquin","5",845,3880,21.8,8096,104.4
2012,"DHB","Capital & Coast","depquin",NA,1,3880,NA,NA,NA
2012,"DHB","Counties Manukau","depquin","1",1166,8790,13.3,13681,85.2
2012,"DHB","Counties Manukau","depquin","2",563,8790,6.4,16478,34.2
2012,"DHB","Counties Manukau","depquin","3",1126,8790,12.8,16057,70.1
2012,"DHB","Counties Manukau","depquin","4",822,8790,9.4,18709,43.9
2012,"DHB","Counties Manukau","depquin","5",5113,8790,58.2,41955,121.9
2012,"DHB","Counties Manukau","depquin",NA,9,8790,NA,NA,NA
2012,"DHB","Hawke's Bay","depquin","1",189,2258,8.4,3740,50.5
2012,"DHB","Hawke's Bay","depquin","2",354,2258,15.7,3746,94.5
2012,"DHB","Hawke's Bay","depquin","3",251,2258,11.1,4902,51.2
2012,"DHB","Hawke's Bay","depquin","4",567,2258,25.1,6774,83.7
2012,"DHB","Hawke's Bay","depquin","5",897,2258,39.7,9438,95
2012,"DHB","Hutt Valley","depquin","1",362,2016,18,6617,54.7
2012,"DHB","Hutt Valley","depquin","2",135,2016,6.7,4301,31.4
2012,"DHB","Hutt Valley","depquin","3",325,2016,16.1,5228,62.2
2012,"DHB","Hutt Valley","depquin","4",737,2016,36.6,6612,111.5
2012,"DHB","Hutt Valley","depquin","5",457,2016,22.7,6502,70.3
2012,"DHB","Lakes","depquin","1",168,1559,10.8,2029,82.8
2012,"DHB","Lakes","depquin","2",144,1559,9.2,2693,53.5
2012,"DHB","Lakes","depquin","3",239,1559,15.3,2725,87.7
2012,"DHB","Lakes","depquin","4",299,1559,19.2,4656,64.2
2012,"DHB","Lakes","depquin","5",709,1559,45.5,7678,92.3
2012,"DHB","MidCentral","depquin","1",159,2158,7.4,3726,42.7
2012,"DHB","MidCentral","depquin","2",308,2158,14.3,4995,61.7
2012,"DHB","MidCentral","depquin","3",466,2158,21.6,6300,74
2012,"DHB","MidCentral","depquin","4",546,2158,25.3,9045,60.4
2012,"DHB","MidCentral","depquin","5",679,2158,31.5,9324,72.8
2012,"DHB","Nelson Marlborough","depquin","1",180,1531,11.8,4207,42.8
2012,"DHB","Nelson Marlborough","depquin","2",419,1531,27.4,5136,81.6
2012,"DHB","Nelson Marlborough","depquin","3",353,1531,23.1,6166,57.2
2012,"DHB","Nelson Marlborough","depquin","4",480,1531,31.4,5781,83
2012,"DHB","Nelson Marlborough","depquin","5",99,1531,6.5,2870,34.5
2012,"DHB","Northland","depquin","1",70,2300,3,1772,39.5
2012,"DHB","Northland","depquin","2",217,2300,9.4,2722,79.7
2012,"DHB","Northland","depquin","3",374,2300,16.3,4509,82.9
2012,"DHB","Northland","depquin","4",608,2300,26.4,6042,100.6
2012,"DHB","Northland","depquin","5",1031,2300,44.8,12775,80.7
2012,"DHB","South Canterbury","depquin","1",35,648,5.4,1207,29
2012,"DHB","South Canterbury","depquin","2",120,648,18.5,2318,51.8
2012,"DHB","South Canterbury","depquin","3",203,648,31.3,2551,79.6
2012,"DHB","South Canterbury","depquin","4",237,648,36.6,2185,108.5
2012,"DHB","South Canterbury","depquin","5",53,648,8.2,1220,43.4
2012,"DHB","Southern","depquin","1",757,3598,21,12709,59.6
2012,"DHB","Southern","depquin","2",882,3598,24.5,12923,68.3
2012,"DHB","Southern","depquin","3",717,3598,19.9,11425,62.8
2012,"DHB","Southern","depquin","4",855,3598,23.8,14550,58.8
2012,"DHB","Southern","depquin","5",387,3598,10.8,10823,35.8
2012,"DHB","Tairawhiti","depquin","1",29,735,3.9,565,51.3
2012,"DHB","Tairawhiti","depquin","2",64,735,8.7,696,92
2012,"DHB","Tairawhiti","depquin","3",113,735,15.4,1039,108.8
2012,"DHB","Tairawhiti","depquin","4",23,735,3.1,1910,12
2012,"DHB","Tairawhiti","depquin","5",506,735,68.8,4790,105.6
2012,"DHB","Taranaki","depquin","1",133,1562,8.5,2396,55.5
2012,"DHB","Taranaki","depquin","2",136,1562,8.7,3059,44.5
2012,"DHB","Taranaki","depquin","3",454,1562,29.1,4642,97.8
2012,"DHB","Taranaki","depquin","4",632,1562,40.5,5842,108.2
2012,"DHB","Taranaki","depquin","5",207,1562,13.3,4991,41.5
2012,"DHB","Unknown","depquin",NA,322,NA,NA,NA,NA
2012,"DHB","Waikato","depquin","1",613,5494,11.2,8674,70.7
2012,"DHB","Waikato","depquin","2",523,5494,9.5,10976,47.6
2012,"DHB","Waikato","depquin","3",1087,5494,19.8,13459,80.8
2012,"DHB","Waikato","depquin","4",1541,5494,28,18954,81.3
2012,"DHB","Waikato","depquin","5",1730,5494,31.5,22686,76.3
2012,"DHB","Waikato","depquin",NA,1,5494,NA,NA,NA
2012,"DHB","Wairarapa","depquin","1",56,510,11,928,60.3
2012,"DHB","Wairarapa","depquin","2",70,510,13.7,1309,53.5
2012,"DHB","Wairarapa","depquin","3",55,510,10.8,1435,38.3
2012,"DHB","Wairarapa","depquin","4",229,510,44.9,2077,110.3
2012,"DHB","Wairarapa","depquin","5",100,510,19.6,1311,76.3
2012,"DHB","Waitemata","depquin","1",1511,7995,18.9,26218,57.6
2012,"DHB","Waitemata","depquin","2",1702,7995,21.3,30022,56.7
2012,"DHB","Waitemata","depquin","3",1658,7995,20.7,26032,63.7
2012,"DHB","Waitemata","depquin","4",2488,7995,31.1,21895,113.6
2012,"DHB","Waitemata","depquin","5",636,7995,8,11893,53.5
2012,"DHB","Waitemata","depquin",NA,5,7995,NA,NA,NA
2012,"DHB","West Coast","depquin","1",25,410,6.1,425,58.8
2012,"DHB","West Coast","depquin","2",55,410,13.4,337,163.2
2012,"DHB","West Coast","depquin","3",95,410,23.2,1673,56.8
2012,"DHB","West Coast","depquin","4",104,410,25.4,2059,50.5
2012,"DHB","West Coast","depquin","5",131,410,32,1377,95.1
2012,"DHB","Whanganui","depquin","1",51,876,5.8,456,111.8
2012,"DHB","Whanganui","depquin","2",92,876,10.5,926,99.4
2012,"DHB","Whanganui","depquin","3",61,876,7,1956,31.2
2012,"DHB","Whanganui","depquin","4",298,876,34,2670,111.6
2012,"DHB","Whanganui","depquin","5",374,876,42.7,4831,77.4
2013,"DHB","Auckland","depquin","1",866,6256,13.8,17097,50.7
2013,"DHB","Auckland","depquin","2",1269,6256,20.3,23158,54.8
2013,"DHB","Auckland","depquin","3",1336,6256,21.4,28175,47.4
2013,"DHB","Auckland","depquin","4",1036,6256,16.6,23133,44.8
2013,"DHB","Auckland","depquin","5",1749,6256,28,20747,84.3
2013,"DHB","Auckland","depquin",NA,1,6256,NA,NA,NA
2013,"DHB","Bay of Plenty","depquin","1",133,2757,4.8,5491,24.2
2013,"DHB","Bay of Plenty","depquin","2",257,2757,9.3,6650,38.6
2013,"DHB","Bay of Plenty","depquin","3",586,2757,21.3,7647,76.6
2013,"DHB","Bay of Plenty","depquin","4",883,2757,32,9055,97.5
2013,"DHB","Bay of Plenty","depquin","5",898,2757,32.6,9077,98.9
2013,"DHB","Bay of Plenty","depquin",NA,1,2757,NA,NA,NA
2013,"DHB","Canterbury","depquin","1",1278,5830,21.9,25698,49.7
2013,"DHB","Canterbury","depquin","2",1306,5830,22.4,20603,63.4
2013,"DHB","Canterbury","depquin","3",1027,5830,17.6,20243,50.7
2013,"DHB","Canterbury","depquin","4",1756,5830,30.1,20738,84.7
2013,"DHB","Canterbury","depquin","5",463,5830,7.9,12028,38.5
2013,"DHB","Capital & Coast","depquin","1",1141,3634,31.4,18810,60.7
2013,"DHB","Capital & Coast","depquin","2",638,3634,17.6,16181,39.4
2013,"DHB","Capital & Coast","depquin","3",641,3634,17.6,15197,42.2
2013,"DHB","Capital & Coast","depquin","4",686,3634,18.9,10081,68
2013,"DHB","Capital & Coast","depquin","5",528,3634,14.5,8061,65.5
2013,"DHB","Counties Manukau","depquin","1",789,8163,9.7,13690,57.6
2013,"DHB","Counties Manukau","depquin","2",781,8163,9.6,16501,47.3
2013,"DHB","Counties Manukau","depquin","3",759,8163,9.3,16102,47.1
2013,"DHB","Counties Manukau","depquin","4",1079,8163,13.2,18782,57.4
2013,"DHB","Counties Manukau","depquin","5",4755,8163,58.3,42115,112.9
2013,"DHB","Counties Manukau","depquin",NA,23,8163,NA,NA,NA
2013,"DHB","Hawke's Bay","depquin","1",147,2154,6.8,3704,39.7
2013,"DHB","Hawke's Bay","depquin","2",314,2154,14.6,3704,84.8
2013,"DHB","Hawke's Bay","depquin","3",190,2154,8.8,4846,39.2
2013,"DHB","Hawke's Bay","depquin","4",490,2154,22.7,6698,73.2
2013,"DHB","Hawke's Bay","depquin","5",1013,2154,47,9337,108.5
2013,"DHB","Hutt Valley","depquin","1",341,1918,17.8,6547,52.1
2013,"DHB","Hutt Valley","depquin","2",206,1918,10.7,4259,48.4
2013,"DHB","Hutt Valley","depquin","3",342,1918,17.8,5178,66
2013,"DHB","Hutt Valley","depquin","4",643,1918,33.5,6552,98.1
2013,"DHB","Hutt Valley","depquin","5",386,1918,20.1,6444,59.9
2013,"DHB","Lakes","depquin","1",40,1422,2.8,2007,19.9
2013,"DHB","Lakes","depquin","2",188,1422,13.2,2662,70.6
2013,"DHB","Lakes","depquin","3",137,1422,9.6,2696,50.8
2013,"DHB","Lakes","depquin","4",300,1422,21.1,4609,65.1
2013,"DHB","Lakes","depquin","5",757,1422,53.2,7607,99.5
2013,"DHB","MidCentral","depquin","1",99,2123,4.7,3694,26.8
2013,"DHB","MidCentral","depquin","2",301,2123,14.2,4958,60.7
2013,"DHB","MidCentral","depquin","3",385,2123,18.1,6260,61.5
2013,"DHB","MidCentral","depquin","4",429,2123,20.2,8993,47.7
2013,"DHB","MidCentral","depquin","5",909,2123,42.8,9275,98
2013,"DHB","Nelson Marlborough","depquin","1",106,1552,6.8,4184,25.3
2013,"DHB","Nelson Marlborough","depquin","2",461,1552,29.7,5105,90.3
2013,"DHB","Nelson Marlborough","depquin","3",306,1552,19.7,6127,49.9
2013,"DHB","Nelson Marlborough","depquin","4",581,1552,37.4,5743,101.2
2013,"DHB","Nelson Marlborough","depquin","5",98,1552,6.3,2851,34.4
2013,"DHB","Northland","depquin","1",10,2130,0.5,1751,5.7
2013,"DHB","Northland","depquin","2",161,2130,7.6,2694,59.8
2013,"DHB","Northland","depquin","3",258,2130,12.1,4464,57.8
2013,"DHB","Northland","depquin","4",525,2130,24.6,5986,87.7
2013,"DHB","Northland","depquin","5",1176,2130,55.2,12685,92.7
2013,"DHB","South Canterbury","depquin","1",75,641,11.7,1200,62.5
2013,"DHB","South Canterbury","depquin","2",99,641,15.4,2306,42.9
2013,"DHB","South Canterbury","depquin","3",221,641,34.5,2540,87
2013,"DHB","South Canterbury","depquin","4",177,641,27.6,2178,81.3
2013,"DHB","South Canterbury","depquin","5",69,641,10.8,1216,56.7
2013,"DHB","Southern","depquin","1",734,3448,21.3,12671,57.9
2013,"DHB","Southern","depquin","2",744,3448,21.6,12890,57.7
2013,"DHB","Southern","depquin","3",830,3448,24.1,11399,72.8
2013,"DHB","Southern","depquin","4",742,3448,21.5,14531,51.1
2013,"DHB","Southern","depquin","5",398,3448,11.5,10810,36.8
2013,"DHB","Southern","depquin",NA,1,3448,NA,NA,NA
2013,"DHB","Tairawhiti","depquin","1",28,707,4,558,50.2
2013,"DHB","Tairawhiti","depquin","2",59,707,8.3,689,85.6
2013,"DHB","Tairawhiti","depquin","3",92,707,13,1030,89.3
2013,"DHB","Tairawhiti","depquin","4",35,707,5,1894,18.5
2013,"DHB","Tairawhiti","depquin","5",493,707,69.7,4759,103.6
2013,"DHB","Taranaki","depquin","1",168,1523,11,2391,70.3
2013,"DHB","Taranaki","depquin","2",111,1523,7.3,3055,36.3
2013,"DHB","Taranaki","depquin","3",575,1523,37.8,4631,124.2
2013,"DHB","Taranaki","depquin","4",409,1523,26.9,5832,70.1
2013,"DHB","Taranaki","depquin","5",260,1523,17.1,4981,52.2
2013,"DHB","Unknown","depquin",NA,369,NA,NA,NA,NA
2013,"DHB","Waikato","depquin","1",559,5221,10.7,8664,64.5
2013,"DHB","Waikato","depquin","2",373,5221,7.1,10967,34
2013,"DHB","Waikato","depquin","3",1014,5221,19.4,13460,75.3
2013,"DHB","Waikato","depquin","4",1511,5221,28.9,18961,79.7
2013,"DHB","Waikato","depquin","5",1764,5221,33.8,22699,77.7
2013,"DHB","Wairarapa","depquin","1",48,501,9.6,924,51.9
2013,"DHB","Wairarapa","depquin","2",52,501,10.4,1303,39.9
2013,"DHB","Wairarapa","depquin","3",47,501,9.4,1431,32.8
2013,"DHB","Wairarapa","depquin","4",233,501,46.5,2074,112.3
2013,"DHB","Wairarapa","depquin","5",121,501,24.2,1309,92.4
2013,"DHB","Waitemata","depquin","1",1592,7666,20.8,26307,60.5
2013,"DHB","Waitemata","depquin","2",1802,7666,23.5,30152,59.8
2013,"DHB","Waitemata","depquin","3",1748,7666,22.8,26160,66.8
2013,"DHB","Waitemata","depquin","4",1509,7666,19.7,22004,68.6
2013,"DHB","Waitemata","depquin","5",1015,7666,13.2,11956,84.9
2013,"DHB","Waitemata","depquin",NA,7,7666,NA,NA,NA
2013,"DHB","West Coast","depquin","1",25,377,6.6,412,60.7
2013,"DHB","West Coast","depquin","2",77,377,20.4,330,233.3
2013,"DHB","West Coast","depquin","3",70,377,18.6,1634,42.8
2013,"DHB","West Coast","depquin","4",165,377,43.8,2010,82.1
2013,"DHB","West Coast","depquin","5",40,377,10.6,1345,29.7
2013,"DHB","Whanganui","depquin","1",8,827,1,449,17.8
2013,"DHB","Whanganui","depquin","2",64,827,7.7,911,70.3
2013,"DHB","Whanganui","depquin","3",73,827,8.8,1930,37.8
2013,"DHB","Whanganui","depquin","4",247,827,29.9,2639,93.6
2013,"DHB","Whanganui","depquin","5",435,827,52.6,4771,91.2
2014,"DHB","Auckland","depquin","1",909,6305,14.4,17136,53
2014,"DHB","Auckland","depquin","2",1192,6305,18.9,23253,51.3
2014,"DHB","Auckland","depquin","3",1437,6305,22.8,28302,50.8
2014,"DHB","Auckland","depquin","4",946,6305,15,23252,40.7
2014,"DHB","Auckland","depquin","5",1821,6305,28.9,20827,87.4
2014,"DHB","Auckland","depquin",NA,2,6305,NA,NA,NA
2014,"DHB","Bay of Plenty","depquin","1",115,2791,4.1,5587,20.6
2014,"DHB","Bay of Plenty","depquin","2",262,2791,9.4,6778,38.7
2014,"DHB","Bay of Plenty","depquin","3",627,2791,22.5,7812,80.3
2014,"DHB","Bay of Plenty","depquin","4",799,2791,28.6,9262,86.3
2014,"DHB","Bay of Plenty","depquin","5",988,2791,35.4,9282,106.4
2014,"DHB","Canterbury","depquin","1",1366,6000,22.8,25886,52.8
2014,"DHB","Canterbury","depquin","2",1314,6000,21.9,20809,63.1
2014,"DHB","Canterbury","depquin","3",1030,6000,17.2,20490,50.3
2014,"DHB","Canterbury","depquin","4",1797,6000,30,21013,85.5
2014,"DHB","Canterbury","depquin","5",493,6000,8.2,12192,40.4
2014,"DHB","Canterbury","depquin",NA,1,6000,NA,NA,NA
2014,"DHB","Capital & Coast","depquin","1",1087,3530,30.8,18930,57.4
